[0xff5e1ec7, nil]
[0x00000000, nil]
[0xd93f2445, nil]
[0xc3081240, nil]
[0xa045442c, nil]
[0x6817031b, nil]
[0xdd62ed3e, nil]
[0x87689e28, nil]
[0x3ccfd60b, nil]
[0x18160ddd, nil]
[0xc4b740f5, nil]
[0xa9059cbb, nil]
[0x69b41170, nil]
[0x39d6ec, nil]
[0xd93f2445, [0x544, nil]]
[0xec126c77, nil]
[0x8da5cb5b, nil]
[0x40c10f19, nil]
[0x23b872dd, nil]
[0xa045442c, [0x494, nil]]
[0x6817031b, [0x3c2, nil]]
[0xcfbd4885, nil]
[0xaa271e1a, nil]
[0x6e553f65, nil]
[0xf714ce, nil]
[0xdd62ed3e, [0x54c, nil]]
[0x3ccfd60b, [0x356, nil]]
[0xf75c2664, nil]
[0x91c5df49, nil]
[0x52113ba7, nil]
[0x2e1a7d4d, nil]
[0xc4b740f5, [0x50e, nil]]
[0xa9059cbb, [0x4a9, nil]]
[0x39d6ec, [0x261, nil]]
[0xd0e30db0, nil]
[0xb6b55f25, nil]
[0x6f307dc3, nil]
[0x6fdde03, nil]
[0xd93f2445, [0x1162, [0x544, nil]]]
[0xec126c77, [0x577, nil]]
[0x40c10f19, [0x35e, nil]]
[0x23b872dd, [0x2e4, nil]]
[0xfbfa77cf, nil]
[0x95d89b41, nil]
[0x60e232a9, nil]
[0x2ebe3fbb, nil]
[0x6817031b, [0x1acf, [0x3c2, nil]]]
[0xcfbd4885, [0x521, nil]]
[0xaa271e1a, [0x4bc, nil]]
[0x6e553f65, [0x3df, nil]]
[0xf714ce, [0x287, nil]]
[0xd6c79751, nil]
[0xbebbf4d0, nil]
[0x70a08231, nil]
[0x95ea7b3, nil]
[0xdd62ed3e, [0x1b66, [0x54c, nil]]]
[0x3ccfd60b, [0xaa1, [0x356, nil]]]
[0x2e1a7d4d, [0x2f7, nil]]
[0xfca3b5aa, nil]
[0x9dc29fac, nil]
[0x628d6cba, nil]
[0x313ce567, nil]
[0xc4b740f5, [0x1b48, [0x50e, nil]]]
[0xa9059cbb, [0x1a51, [0x4a9, nil]]]
[0x39d6ec, [0x198c, [0x261, nil]]]
[0xd0e30db0, [0x534, nil]]
[0xb6b55f25, [0x4df, nil]]
[0x6fdde03, [0x29a, nil]]
[0x8623ec7b, nil]
[0xd707df8, nil]
[0xa045442c, [0x49c, nil]]
[0xec126c77, [0x1b92, [0x577, nil]]]
