0xc7a	5	0xd37	2
0xfa3	7	0x101e	3
0x10da	11	0xca4	5
0x1147	7	0x6ec	2
0x1147	7	0x80b	2
0x1147	7	0x884	2
0x118a	3	0x470	1
0x118a	3	0x544	1
0x118a	3	0x66b	1
0x11d1	14	0xc53	2
0x11d1	14	0xcfa	2
0x11d1	14	0xd05	2
