0xf7f	0x128f	0xf9a
0xfc3	0x11c4	0xfed
0xa68	0x128f	0xa76
0x1d72	0x505d	0x1d8d
0x5860	0x4a8c	0x5868
0x121b	0x178b	0x1225
0x1435B0xb09	0x4fab	0x1441B0xb09
0x1c85B0xb09	0x29dd	0x1c92B0xb09
0x1441B0xb09	0x4fab	0x146dB0xb09
0x1435B0xb3d	0x4fab	0x1441B0xb3d
0x1c85B0xb3d	0x29dd	0x1c92B0xb3d
0x1441B0xb3d	0x4fab	0x146dB0xb3d
0x2254B0x17f2B0x1225	0x52ea	0x2260B0x17f2B0x1225
0x2260B0x17f2B0x1225	0x52ea	0x2274B0x17f2B0x1225
0x8dbB0x3b0	0x121b	0xff24bB0x3b0
0x8fbB0x3fd	0x4fab	0xff290B0x3fd
0xff290B0x3fd	0x4fab	0x9340x8fbB0x3fd
0xc07B0x5e7	0x4fab	0xff4aeB0x5e7
0xff4aeB0x5e7	0x4fab	0x9340xc07B0x5e7
0x16faB0x11c4	0x20a1	0x1705B0x11c4
0x208fB0x16f2B0x11c4	0x20a1	0xffac1B0x16f2B0x11c4
0x7b9B0x2a6	0x11c4	0x7c4B0x2a6
0x83cB0x390	0x11c4	0x857B0x390
0x857B0x390	0x11f9	0xff227B0x390
0x8e5B0x3e8	0x11c4	0x8f0B0x3e8
0x8f0B0x3e8	0x123d	0xff26eB0x3e8
0xaf6B0x4e6	0x11c4	0xb01B0x4e6
0xb01B0x4e6	0x13e5	0xff3f6B0x4e6
0xc35B0x650	0x11c4	0xc5fB0x650
0xd4aB0x650	0x505d	0xd5cB0x650
0x109eB0x6f8	0x11c4	0x10b9B0x6f8
0x10b9B0x6f8	0x121b	0xff5b3B0x6f8
0x23b1B0x137c	0x56b0	0x23c6B0x137c
0x259aB0x137c	0x56b0	0x25afB0x137c
0x18cfB0x137c	0x52ea	0x18e3B0x137c
0x1c21B0x137c	0x505d	0x1c2aB0x137c
0x1a7fB0x137c	0x28aa	0x1a8bB0x137c
0x23c6B0x137c	0x355f	0x23d7B0x137c
0x23f1B0x137c	0x36ee	0x2422B0x137c
0x2422B0x137c	0x380e	0x2449B0x137c
0x25afB0x137c	0x355f	0x25c0B0x137c
0x25daB0x137c	0x36ee	0x260bB0x137c
0x260bB0x137c	0x380e	0x2632B0x137c
0x26c9B0x137c	0x355f	0x26daB0x137c
0x26f5B0x137c	0x36ee	0x2727B0x137c
0x2727B0x137c	0x380e	0x274eB0x137c
0x50d5B0x1bf1B0x137c	0x4fab	0x50e3B0x1bf1B0x137c
0x2c28B0x232fB0x137c	0x584e	0x2c3dB0x232fB0x137c
0x2cd7B0x232fB0x137c	0x3b78	0x2cdfB0x232fB0x137c
0x3105B0x232fB0x137c	0x36ee	0x311cB0x232fB0x137c
0x315aB0x232fB0x137c	0x3d0d	0x3162B0x232fB0x137c
0x352aB0x232fB0x137c	0x40e7	0x3532B0x232fB0x137c
0x2c61B0x232fB0x137c	0x36ee	0x2c97B0x232fB0x137c
0x3167B0x232fB0x137c	0x3e14	0x3170B0x232fB0x137c
0x3227B0x232fB0x137c	0x36ee	0x3253B0x232fB0x137c
0x33e3B0x232fB0x137c	0x4fab	0x33feB0x232fB0x137c
0x33feB0x232fB0x137c	0x4fab	0x342aB0x232fB0x137c
0x34c8B0x232fB0x137c	0x584e	0x34deB0x232fB0x137c
0x3539B0x232fB0x137c	0x420a	0x3542B0x232fB0x137c
0x57e0B0x232fB0x137c	0x4a8c	0x57e8B0x232fB0x137c
0x4872B0x34deB0x232fB0x137c	0x4fab	0x487eB0x34deB0x232fB0x137c
0x23b1B0x15e2	0x56b0	0x23c6B0x15e2
0x259aB0x15e2	0x56b0	0x25afB0x15e2
0x18cfB0x15e2	0x52ea	0x18e3B0x15e2
0x1c21B0x15e2	0x505d	0x1c2aB0x15e2
0x1a7fB0x15e2	0x28aa	0x1a8bB0x15e2
0x23c6B0x15e2	0x355f	0x23d7B0x15e2
0x23f1B0x15e2	0x36ee	0x2422B0x15e2
0x2422B0x15e2	0x380e	0x2449B0x15e2
0x25afB0x15e2	0x355f	0x25c0B0x15e2
0x25daB0x15e2	0x36ee	0x260bB0x15e2
0x260bB0x15e2	0x380e	0x2632B0x15e2
0x26c9B0x15e2	0x355f	0x26daB0x15e2
0x26f5B0x15e2	0x36ee	0x2727B0x15e2
0x2727B0x15e2	0x380e	0x274eB0x15e2
0x50d5B0x1bf1B0x15e2	0x4fab	0x50e3B0x1bf1B0x15e2
0x2c28B0x232fB0x15e2	0x584e	0x2c3dB0x232fB0x15e2
0x2cd7B0x232fB0x15e2	0x3b78	0x2cdfB0x232fB0x15e2
0x3105B0x232fB0x15e2	0x36ee	0x311cB0x232fB0x15e2
0x315aB0x232fB0x15e2	0x3d0d	0x3162B0x232fB0x15e2
0x352aB0x232fB0x15e2	0x40e7	0x3532B0x232fB0x15e2
0x2c61B0x232fB0x15e2	0x36ee	0x2c97B0x232fB0x15e2
0x3167B0x232fB0x15e2	0x3e14	0x3170B0x232fB0x15e2
0x3227B0x232fB0x15e2	0x36ee	0x3253B0x232fB0x15e2
0x33e3B0x232fB0x15e2	0x4fab	0x33feB0x232fB0x15e2
0x33feB0x232fB0x15e2	0x4fab	0x342aB0x232fB0x15e2
0x34c8B0x232fB0x15e2	0x584e	0x34deB0x232fB0x15e2
0x3539B0x232fB0x15e2	0x420a	0x3542B0x232fB0x15e2
0x57e0B0x232fB0x15e2	0x4a8c	0x57e8B0x232fB0x15e2
