0x11f
0x120
0x122
0x123
0x124
0x126
0x127
0x128
0x129
0x12a
0x12b
0x12c
0x12d
0x12e
0x12f
0x130
0x131
0x132
0x133
0x134
0x135
0x136
0x137
0x138
0x139
0x13a
0x13b
0x13c
0x13d
0x13e
0x13f
0x1c0
0x1c1
0x1c3
0x1c4
0x1c5
0x1c6
0x1c7
0x1c8
0x1c9
0x1ca
0x1cb
0x1cc
0x1cd
0x1ce
0x1cf
0x1d1
0x1d2
0x1d3
0x1dc
0x1dd
0x1df
0x1e0
0x1e1
0x1e2
0x1e3
0x1e4
0x1e5
0x1e6
0x1e7
0x1e8
0x1e9
0x1eb
0x1ec
0x1ed
0x4d7
0x4d8
0x4d9
0x4da
0x4db
0x4dc
0x4dd
0x4de
0x4df
0x4e0
0x4e1
0x4f6
0x4f7
0x4f8
0x4fa
0x4fb
0x4fc
0x4fd
0x4fe
0x584
0x585
0x588
0xda8
0xda9
0xdaa
0xdab
0xdac
0xdad
0xdae
0xf47
0xf48
0xf4b
0x10a6
0x10a7
0x10a8
0x10a9
0x10aa
0x10ab
0x10ac
0x10ad
0x14b9
0x14ba
0x542c
0x544c
0x7c2c
0x7c4c
0x43549
0x4ad4f
0x4354a
0x4354b
0x4354c
0x4354d
0x4354e
0x4354f
0x43550
0x4ad50
0x4ad51
